duration,startDate,startStation,endDate,endStation,bike,subscription,,startPos,endPos
1h 27m 20s,10/27/2012 14:17:00,M St & Pennsylvania Ave NW,10/27/2012 15:45:00,Massachusetts Ave & Dupont Circle NW,W00768,Casual,,38.905126:-77.056887:20.269144627354528,38.9101:-77.0444:0.037382486137694
1h 18m 23s,10/27/2012 14:18:00,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,10/27/2012 15:36:00,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W01205,Casual,,38.88412:-77.04657:47.72319680390184,38.88412:-77.04657:47.72319680390184
0h 9m 51s,10/27/2012 14:16:00,19th & East Capitol St SE,10/27/2012 14:26:00,4th & East Capitol St NE,W00064,Subscriber,,38.8896:-76.9769:4.598857486140274,38.889955:-77.000349:73.17175884869012
0h 5m 58s,10/27/2012 14:16:00,Massachusetts Ave & Dupont Circle NW,10/27/2012 14:22:00,19th & L St NW,W20877,Subscriber,,38.9101:-77.0444:0.037382486137694,38.903407:-77.043648:38.31350971966825
0h 46m 24s,10/27/2012 13:40:00,M St & Pennsylvania Ave NW,10/27/2012 14:26:00,Smithsonian / Jefferson Dr & 12th St SW,W20174,Casual,,38.905126:-77.056887:20.269144627354528,38.888767:-77.02858:85.26230168004004
0h 21m 9s,10/27/2012 13:39:00,Georgetown Harbor / 30th St NW,10/27/2012 14:01:00,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00894,Casual,,38.9022212:-77.059219:90.27366227222096,38.88412:-77.04657:47.72319680390184
1h 1m 3s,10/27/2012 13:39:00,Jefferson Memorial,10/27/2012 14:41:00,Prince St & Union St,W00539,Casual,,38.879819:-77.037413:87.72829950417787,38.803124:-77.040363:19.639304113630352
0h 7m 54s,10/27/2012 13:39:00,Potomac Ave & 35th St S,10/27/2012 13:47:00,Crystal City Metro / 18th & Bell St,W00274,Casual,,38.844015:-77.050537:24.47120109516092,38.8573:-77.0511:78.87022785117709
0h 31m 7s,10/27/2012 13:39:00,C & O Canal & Wisconsin Ave NW,10/27/2012 14:10:00,Eckington Pl & Q St NE,W20886,Casual,,38.90375:-77.06269:37.21185511312615,38.910972:-77.00495:67.54500856473913
0h 0m 39s,10/27/2012 13:38:00,Eckington Pl & Q St NE,10/27/2012 13:39:00,Eckington Pl & Q St NE,W00137,Subscriber,,38.910972:-77.00495:67.54500856473913,38.910972:-77.00495:67.54500856473913
0h 24m 24s,10/27/2012 13:39:00,US Dept of State / Virginia Ave & 21st St NW,10/27/2012 14:03:00,Lincoln Memorial,W20096,Casual,,38.894919:-77.046587:6.033718764139206,38.888251:-77.049426:43.85899341211326
0h 21m 40s,10/27/2012 13:39:00,Georgetown Harbor / 30th St NW,10/27/2012 14:01:00,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W01205,Casual,,38.9022212:-77.059219:90.27366227222096,38.88412:-77.04657:47.72319680390184
1h 12m 13s,10/27/2012 13:00:00,C & O Canal & Wisconsin Ave NW,10/27/2012 14:12:00,19th St & Pennsylvania Ave NW,W01390,Casual,,38.90375:-77.06269:37.21185511312615,38.9003:-77.0429:77.47903819820068
0h 10m 47s,10/27/2012 12:59:00,18th & M St NW,10/27/2012 13:10:00,Metro Center / 12th & G St NW,W00322,Subscriber,,38.904742:-77.041606:97.94256624193794,38.898364:-77.027869:10.131369063133011
0h 5m 58s,10/27/2012 12:59:00,9th & Upshur St NW,10/27/2012 13:05:00,Park Rd & Holmead Pl NW,W00252,Subscriber,,38.9418:-77.0251:85.8409436975972,38.9308:-77.0315:83.7204280632172
0h 34m 25s,10/27/2012 12:59:00,M St & Pennsylvania Ave NW,10/27/2012 13:34:00,25th St & Pennsylvania Ave NW,W00659,Subscriber,,38.905126:-77.056887:20.269144627354528,38.903827:-77.053485:91.2733048781764
0h 5m 57s,10/27/2012 12:59:00,7th & R St NW / Shaw Library,10/27/2012 13:05:00,Florida Ave & R St NW,W01223,Subscriber,,38.912719:-77.022155:3.417683539036287,38.9126:-77.0135:40.49634722878266
0h 48m 57s,10/27/2012 13:00:00,8th & F St NW / National Portrait Gallery,10/27/2012 13:49:00,Lincoln Memorial,W01401,Casual,,38.897003:-77.022996:75.64089537270223,38.888251:-77.049426:43.85899341211326
0h 2m 15s,10/27/2012 12:59:00,Virginia Square Metro / N Monroe St & 9th St N,10/27/2012 13:01:00,N Quincy St & Wilson Blvd,W20889,Subscriber,,38.882788:-77.103148:64.124636406046,38.880151:-77.107673:67.7812401140703
1h 27m 32s,10/27/2012 12:16:00,Ballston Metro / N Stuart & 9th St N,10/27/2012 13:44:00,C & O Canal & Wisconsin Ave NW,W00162,Casual,,38.881044:-77.111768:51.64479864395162,38.90375:-77.06269:37.21185511312615
0h 10m 51s,10/27/2012 12:15:00,17th & Rhode Island Ave NW,10/27/2012 12:25:00,7th & T St NW,W00006,Subscriber,,38.906602:-77.038785:95.2780204067158,38.9155:-77.0222:96.26319389275511
0h 6m 28s,10/27/2012 12:15:00,1st & M St NE,10/27/2012 12:21:00,5th St & K St NW,W20002,Subscriber,,38.9057:-77.0056:10.066673718983665,38.90304:-77.019027:24.695755218818082
2h 2m 7s,10/27/2012 12:16:00,Court House Metro / Wilson Blvd & N Uhle St,10/27/2012 14:18:00,Georgetown Harbor / 30th St NW,W00168,Casual,,38.891696:-77.0846:61.560015425285386,38.9022212:-77.059219:90.27366227222096
0h 5m 6s,10/27/2012 12:14:00,22nd & I St NW / Foggy Bottom,10/27/2012 12:19:00,Georgetown Harbor / 30th St NW,W01377,Subscriber,,38.90088:-77.048911:66.08616193116573,38.9022212:-77.059219:90.27366227222096
0h 9m 12s,10/27/2012 12:14:00,1st & Rhode Island Ave NW,10/27/2012 12:23:00,10th & U St NW,W00826,Subscriber,,38.915417:-77.012289:94.76721204953577,38.9172:-77.0259:56.89066288103373
0h 9m 13s,10/27/2012 12:14:00,Thomas Circle,10/27/2012 12:23:00,8th & H St NW,W01129,Subscriber,,38.9059:-77.0325:87.29941591534198,38.8997:-77.023086:50.458513601911925
0h 9m 13s,10/27/2012 12:14:00,Thomas Circle,10/27/2012 12:23:00,8th & H St NW,W00097,Subscriber,,38.9059:-77.0325:87.29941591534198,38.8997:-77.023086:50.458513601911925
0h 4m 55s,10/27/2012 11:26:00,M St & Pennsylvania Ave NW,10/27/2012 11:31:00,21st & M St NW,W20180,Subscriber,,38.905126:-77.056887:20.269144627354528,38.9054:-77.0471:24.384959716566712
0h 4m 32s,10/27/2012 11:26:00,Massachusetts Ave & Dupont Circle NW,10/27/2012 11:31:00,15th & P St NW,W01301,Subscriber,,38.9101:-77.0444:0.037382486137694,38.90985:-77.034438:33.998461323854
1h 0m 30s,10/27/2012 11:27:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,10/27/2012 12:27:00,M St & Pennsylvania Ave NW,W00652,Casual,,38.884:-76.995397:2.693865796764305,38.905126:-77.056887:20.269144627354528
0h 0m 12s,10/27/2012 11:26:00,7th & Water St SW / SW Waterfront,10/27/2012 11:26:00,7th & Water St SW / SW Waterfront,W00865,Subscriber,,38.878925:-77.024016:33.08589096601106,38.878925:-77.024016:33.08589096601106
0h 27m 21s,10/27/2012 11:27:00,37th & O St NW / Georgetown University,10/27/2012 11:54:00,Jefferson Dr & 14th St SW,W20943,Casual,,38.90774:-77.071652:68.01955327072665,38.888553:-77.032429:65.4503364708893
0h 15m 19s,10/27/2012 11:26:00,5th St & K St NW,10/27/2012 11:41:00,20th St & Florida Ave NW,W20973,Subscriber,,38.90304:-77.019027:24.695755218818082,38.9154:-77.0446:2.194542440324043
0h 27m 18s,10/27/2012 11:26:00,Park Rd & Holmead Pl NW,10/27/2012 11:54:00,8th & H St NW,W20963,Casual,,38.9308:-77.0315:83.7204280632172,38.8997:-77.023086:50.458513601911925
0h 5m 43s,10/27/2012 11:26:00,14th & Harvard St NW,10/27/2012 11:31:00,California St & Florida Ave NW,W20927,Subscriber,,38.9268:-77.0322:84.14891391553977,38.917761:-77.04062:31.782494645373603
0h 6m 32s,10/27/2012 10:32:00,15th St & Massachusetts Ave SE,10/27/2012 10:39:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00733,Subscriber,,38.88732:-76.983569:78.88116749562222,38.884:-76.995397:2.693865796764305
8h 31m 18s,10/27/2012 10:33:00,20th St & Florida Ave NW,10/27/2012 19:04:00,20th St & Florida Ave NW,W01062,Casual,,38.9154:-77.0446:2.194542440324043,38.9154:-77.0446:2.194542440324043
0h 11m 9s,10/27/2012 10:32:00,16th & Harvard St NW,10/27/2012 10:43:00,9th & Upshur St NW,W00799,Casual,,38.926088:-77.036536:48.16606704314131,38.9418:-77.0251:85.8409436975972
0h 11m 6s,10/27/2012 10:32:00,14th & V St NW,10/27/2012 10:43:00,18th & M St NW,W01163,Subscriber,,38.9176:-77.0321:66.63283867035868,38.904742:-77.041606:97.94256624193794
0h 12m 5s,10/27/2012 10:32:00,4th St & Massachusetts Ave NW,10/27/2012 10:44:00,22nd & I St NW / Foggy Bottom,W01350,Subscriber,,38.9003:-77.016:36.952306254992514,38.90088:-77.048911:66.08616193116573
0h 24m 7s,10/27/2012 10:32:00,16th & Harvard St NW,10/27/2012 10:56:00,Metro Center / 12th & G St NW,W00012,Subscriber,,38.926088:-77.036536:48.16606704314131,38.898364:-77.027869:10.131369063133011
8h 31m 54s,10/27/2012 10:33:00,20th St & Florida Ave NW,10/27/2012 19:04:00,20th St & Florida Ave NW,W01226,Casual,,38.9154:-77.0446:2.194542440324043,38.9154:-77.0446:2.194542440324043
0h 24m 55s,10/27/2012 10:31:00,Lamont & Mt Pleasant NW,10/27/2012 10:56:00,7th & Water St SW / SW Waterfront,W00577,Subscriber,,38.9319:-77.0388:78.41949054594932,38.878925:-77.024016:33.08589096601106
0h 25m 51s,10/27/2012 10:31:00,4th & East Capitol St NE,10/27/2012 10:57:00,4th & E St SW,W01400,Subscriber,,38.889955:-77.000349:73.17175884869012,38.88412:-77.017445:25.217931222451952
0h 21m 9s,10/27/2012 9:13:00,8th & F St NW / National Portrait Gallery,10/27/2012 9:34:00,Eastern Market / 7th & North Carolina Ave SE,W20890,Subscriber,,38.897003:-77.022996:75.64089537270223,38.886952:-76.996806:36.96767879185785
0h 51m 24s,10/27/2012 9:13:00,14th & R St NW,10/27/2012 10:05:00,C & O Canal & Wisconsin Ave NW,W01376,Casual,,38.912682:-77.031681:9.366245709469068,38.90375:-77.06269:37.21185511312615
0h 22m 42s,10/27/2012 9:13:00,8th & H St NW,10/27/2012 9:35:00,4th & East Capitol St NE,W01203,Casual,,38.8997:-77.023086:50.458513601911925,38.889955:-77.000349:73.17175884869012
0h 22m 59s,10/27/2012 9:12:00,8th & H St NW,10/27/2012 9:35:00,4th & East Capitol St NE,W00812,Casual,,38.8997:-77.023086:50.458513601911925,38.889955:-77.000349:73.17175884869012
0h 6m 21s,10/27/2012 9:12:00,1st & K St SE,10/27/2012 9:18:00,1st & K St SE,W20116,Subscriber,,38.87861:-77.006004:87.18172362182544,38.87861:-77.006004:87.18172362182544
0h 3m 57s,10/27/2012 9:11:00,Columbia Rd & Georgia Ave NW,10/27/2012 9:15:00,7th & T St NW,W01097,Subscriber,,38.928156:-77.02344:85.05503179183836,38.9155:-77.0222:96.26319389275511
0h 6m 4s,10/27/2012 9:11:00,Glebe Rd & 11th St N,10/27/2012 9:17:00,N Quincy St & Glebe Rd,W00787,Subscriber,,38.883921:-77.116817:47.97092544702266,38.876393:-77.107735:36.19555042086219
0h 9m 20s,10/27/2012 9:11:00,4th & East Capitol St NE,10/27/2012 9:20:00,19th & East Capitol St SE,W01223,Subscriber,,38.889955:-77.000349:73.17175884869012,38.8896:-76.9769:4.598857486140274
0h 6m 10s,10/27/2012 2:18:00,10th & U St NW,10/27/2012 2:24:00,14th & Harvard St NW,W01097,Subscriber,,38.9172:-77.0259:56.89066288103373,38.9268:-77.0322:84.14891391553977
0h 27m 10s,10/27/2012 2:18:00,Jefferson Memorial,10/27/2012 2:45:00,Thomas Circle,W00499,Casual,,38.879819:-77.037413:87.72829950417787,38.9059:-77.0325:87.29941591534198
0h 26m 20s,10/27/2012 2:17:00,Georgia & New Hampshire Ave NW,10/27/2012 2:43:00,Connecticut Ave & Newark St NW / Cleveland Park,W00555,Subscriber,,38.936043:-77.024649:4.096833069823336,38.934267:-77.057979:39.20863122504493
0h 27m 38s,10/27/2012 2:18:00,Jefferson Memorial,10/27/2012 2:45:00,Thomas Circle,W01437,Casual,,38.879819:-77.037413:87.72829950417787,38.9059:-77.0325:87.29941591534198
0h 10m 33s,10/27/2012 2:17:00,14th & V St NW,10/27/2012 2:27:00,4th St & Massachusetts Ave NW,W20059,Subscriber,,38.9176:-77.0321:66.63283867035868,38.9003:-77.016:36.952306254992514
0h 27m 0s,10/27/2012 2:17:00,Georgia & New Hampshire Ave NW,10/27/2012 2:44:00,Connecticut Ave & Newark St NW / Cleveland Park,W20964,Casual,,38.936043:-77.024649:4.096833069823336,38.934267:-77.057979:39.20863122504493
0h 9m 10s,10/27/2012 2:16:00,Convention Center / 7th & M St NW,10/27/2012 2:25:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],W00096,Subscriber,,38.90572:-77.022264:45.58029852544275,38.91554:-77.03818:98.06925223097663
0h 8m 7s,10/27/2012 2:15:00,10th & U St NW,10/27/2012 2:23:00,Georgia & New Hampshire Ave NW,W01267,Subscriber,,38.9172:-77.0259:56.89066288103373,38.936043:-77.024649:4.096833069823336
0h 2m 3s,10/27/2012 2:15:00,11th & H St NE,10/27/2012 2:17:00,6th & H St NE,W01033,Subscriber,,38.899983:-76.991383:7.488981514264703,38.900384:-76.99831:60.664354055650435
0h 8m 27s,10/27/2012 2:14:00,16th & Harvard St NW,10/27/2012 2:23:00,15th & P St NW,W00301,Subscriber,,38.926088:-77.036536:48.16606704314131,38.90985:-77.034438:33.998461323854
0h 12m 54s,10/26/2012 22:59:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],10/26/2012 23:12:00,1st & Rhode Island Ave NW,W20905,Subscriber,,38.91554:-77.03818:98.06925223097663,38.915417:-77.012289:94.76721204953577
0h 9m 20s,10/26/2012 22:59:00,3rd & H St NE,10/26/2012 23:08:00,3rd & D St SE,W00957,Subscriber,,38.900017:-77.001967:59.61964274257902,38.8851:-77.0023:73.06937424895365
0h 7m 59s,10/26/2012 22:59:00,20th & O St NW / Dupont South,10/26/2012 23:07:00,Calvert St & Woodley Pl NW,W00031,Subscriber,,38.908905:-77.04478:5.379990418676794,38.9236:-77.0501:0.920886146520217
0h 6m 20s,10/26/2012 22:59:00,14th & V St NW,10/26/2012 23:05:00,Massachusetts Ave & Dupont Circle NW,W00955,Subscriber,,38.9176:-77.0321:66.63283867035868,38.9101:-77.0444:0.037382486137694
0h 9m 29s,10/26/2012 22:59:00,Calvert St & Woodley Pl NW,10/26/2012 23:08:00,16th & Harvard St NW,W20122,Subscriber,,38.9236:-77.0501:0.920886146520217,38.926088:-77.036536:48.16606704314131
0h 7m 3s,10/26/2012 22:58:00,Massachusetts Ave & Dupont Circle NW,10/26/2012 23:05:00,15th & P St NW,W00447,Subscriber,,38.9101:-77.0444:0.037382486137694,38.90985:-77.034438:33.998461323854
0h 7m 21s,10/26/2012 22:58:00,14th & Harvard St NW,10/26/2012 23:05:00,7th & T St NW,W00402,Subscriber,,38.9268:-77.0322:84.14891391553977,38.9155:-77.0222:96.26319389275511
0h 6m 21s,10/26/2012 22:57:00,Columbia Rd & Belmont St NW,10/26/2012 23:04:00,16th & Harvard St NW,W20976,Subscriber,,38.920669:-77.04368:20.582944739960553,38.926088:-77.036536:48.16606704314131
0h 4m 17s,10/26/2012 22:57:00,17th & Corcoran St NW,10/26/2012 23:01:00,California St & Florida Ave NW,W01418,Subscriber,,38.9121:-77.0387:10.021915253929913,38.917761:-77.04062:31.782494645373603
0h 13m 38s,10/26/2012 21:01:00,27th & Crystal Dr,10/26/2012 21:15:00,15th & Hayes St,W00545,Subscriber,,38.848441:-77.051516:58.35245991728092,38.8604:-77.0603:47.48997190806693
0h 33m 47s,10/26/2012 21:01:00,3rd & D St SE,10/26/2012 21:35:00,3rd & D St SE,W20031,Subscriber,,38.8851:-77.0023:73.06937424895365,38.8851:-77.0023:73.06937424895365
0h 6m 12s,10/26/2012 21:00:00,16th & Harvard St NW,10/26/2012 21:07:00,Lamont & Mt Pleasant NW,W00694,Subscriber,,38.926088:-77.036536:48.16606704314131,38.9319:-77.0388:78.41949054594932
0h 1m 53s,10/26/2012 21:00:00,Connecticut Ave & Newark St NW / Cleveland Park,10/26/2012 21:02:00,3000 Connecticut Ave NW / National Zoo,W00983,Subscriber,,38.934267:-77.057979:39.20863122504493,38.930282:-77.055599:54.266138477437366
0h 13m 57s,10/26/2012 21:00:00,Convention Center / 7th & M St NW,10/26/2012 21:14:00,Calvert St & Woodley Pl NW,W00019,Subscriber,,38.90572:-77.022264:45.58029852544275,38.9236:-77.0501:0.920886146520217
0h 4m 19s,10/26/2012 21:00:00,15th & P St NW,10/26/2012 21:04:00,20th & O St NW / Dupont South,W20873,Subscriber,,38.90985:-77.034438:33.998461323854,38.908905:-77.04478:5.379990418676794
0h 6m 30s,10/26/2012 21:00:00,13th St & New York Ave NW,10/26/2012 21:06:00,5th St & K St NW,W01132,Subscriber,,38.900283:-77.029822:30.763034074079766,38.90304:-77.019027:24.695755218818082
0h 3m 33s,10/26/2012 21:00:00,1st & Rhode Island Ave NW,10/26/2012 21:03:00,7th & R St NW / Shaw Library,W01150,Subscriber,,38.915417:-77.012289:94.76721204953577,38.912719:-77.022155:3.417683539036287
0h 6m 49s,10/26/2012 20:59:00,21st & I St NW,10/26/2012 21:06:00,18th & M St NW,W20878,Subscriber,,38.9008:-77.047:2.01921385090732,38.904742:-77.041606:97.94256624193794
0h 8m 57s,10/26/2012 20:59:00,25th St & Pennsylvania Ave NW,10/26/2012 21:08:00,Thomas Circle,W20981,Subscriber,,38.903827:-77.053485:91.2733048781764,38.9059:-77.0325:87.29941591534198
0h 7m 7s,10/26/2012 19:32:00,Clarendon Metro / Wilson Blvd & N Highland St,10/26/2012 19:39:00,Washington Blvd & 7th St N,W20882,Subscriber,,38.88786:-77.094875:0.577692468684465,38.880834:-77.091129:76.22427508183266
0h 4m 7s,10/26/2012 19:32:00,7th & T St NW,10/26/2012 19:36:00,1st & Rhode Island Ave NW,W01150,Subscriber,,38.9155:-77.0222:96.26319389275511,38.915417:-77.012289:94.76721204953577
0h 10m 43s,10/26/2012 19:32:00,Columbus Circle / Union Station,10/26/2012 19:43:00,M St & New Jersey Ave SE,W01454,Subscriber,,38.89696:-77.00493:44.30198563043943,38.8763:-77.0037:57.89359248493322
0h 3m 19s,10/26/2012 19:32:00,7th & R St NW / Shaw Library,10/26/2012 19:35:00,Florida Ave & R St NW,W00844,Subscriber,,38.912719:-77.022155:3.417683539036287,38.9126:-77.0135:40.49634722878266
0h 21m 9s,10/26/2012 19:32:00,3000 Connecticut Ave NW / National Zoo,10/26/2012 19:53:00,Georgia & New Hampshire Ave NW,W00960,Subscriber,,38.930282:-77.055599:54.266138477437366,38.936043:-77.024649:4.096833069823336
0h 7m 32s,10/26/2012 19:32:00,14th & Harvard St NW,10/26/2012 19:39:00,14th St Heights / 14th & Crittenden St NW,W20168,Subscriber,,38.9268:-77.0322:84.14891391553977,38.947774:-77.032818:13.079965918774771
0h 13m 56s,10/26/2012 19:32:00,13th St & New York Ave NW,10/26/2012 19:46:00,Massachusetts Ave & Dupont Circle NW,W20173,Subscriber,,38.900283:-77.029822:30.763034074079766,38.9101:-77.0444:0.037382486137694
0h 19m 50s,10/26/2012 19:32:00,19th & L St NW,10/26/2012 19:52:00,4th & East Capitol St NE,W01345,Subscriber,,38.903407:-77.043648:38.31350971966825,38.889955:-77.000349:73.17175884869012
0h 17m 23s,10/26/2012 19:32:00,8th & F St NW / National Portrait Gallery,10/26/2012 19:49:00,14th & V St NW,W00286,Subscriber,,38.897003:-77.022996:75.64089537270223,38.9176:-77.0321:66.63283867035868
0h 6m 13s,10/26/2012 18:36:00,Massachusetts Ave & Dupont Circle NW,10/26/2012 18:42:00,15th & P St NW,W20969,Subscriber,,38.9101:-77.0444:0.037382486137694,38.90985:-77.034438:33.998461323854
0h 10m 25s,10/26/2012 18:36:00,15th & K St NW,10/26/2012 18:46:00,25th St & Pennsylvania Ave NW,W20945,Subscriber,,38.902:-77.03353:5.130581938240663,38.903827:-77.053485:91.2733048781764
0h 5m 43s,10/26/2012 18:36:00,Park Rd & Holmead Pl NW,10/26/2012 18:42:00,Lamont & Mt Pleasant NW,W00509,Subscriber,,38.9308:-77.0315:83.7204280632172,38.9319:-77.0388:78.41949054594932
0h 8m 54s,10/26/2012 18:36:00,L'Enfant Plaza / 7th & C St SW,10/26/2012 18:45:00,North Capitol St & F St NW,W00800,Subscriber,,38.886266:-77.022241:76.56102367806851,38.897446:-77.009888:33.10724318681378
0h 7m 7s,10/26/2012 18:36:00,12th & L St NW,10/26/2012 18:43:00,22nd & I St NW / Foggy Bottom,W00884,Subscriber,,38.903819:-77.0284:98.78030916899544,38.90088:-77.048911:66.08616193116573
0h 16m 29s,10/26/2012 18:36:00,3000 Connecticut Ave NW / National Zoo,10/26/2012 18:52:00,17th & K St NW [formerly 17th & L St NW],W20117,Subscriber,,38.930282:-77.055599:54.266138477437366,38.90276:-77.03863:82.23796582632403
0h 15m 14s,10/26/2012 18:35:00,17th & K St NW [formerly 17th & L St NW],10/26/2012 18:51:00,7th & R St NW / Shaw Library,W00439,Subscriber,,38.90276:-77.03863:82.23796582632403,38.912719:-77.022155:3.417683539036287
0h 20m 49s,10/26/2012 18:35:00,US Dept of State / Virginia Ave & 21st St NW,10/26/2012 18:56:00,4th St & Massachusetts Ave NW,W00284,Subscriber,,38.894919:-77.046587:6.033718764139206,38.9003:-77.016:36.952306254992514
0h 9m 2s,10/26/2012 18:35:00,Metro Center / 12th & G St NW,10/26/2012 18:44:00,21st & I St NW,W00137,Subscriber,,38.898364:-77.027869:10.131369063133011,38.9008:-77.047:2.01921385090732
0h 12m 16s,10/26/2012 17:56:00,5th & F St NW,10/26/2012 18:08:00,14th & Rhode Island Ave NW,W20000,Subscriber,,38.897222:-77.019347:96.928327974949,38.9086:-77.0323:44.521598782119085
0h 10m 34s,10/26/2012 17:56:00,15th & P St NW,10/26/2012 18:07:00,5th St & K St NW,W20874,Subscriber,,38.90985:-77.034438:33.998461323854,38.90304:-77.019027:24.695755218818082
0h 12m 51s,10/26/2012 17:56:00,3rd & G St SE,10/26/2012 18:09:00,11th & H St NE,W20080,Subscriber,,38.881185:-77.001828:53.30373565898312,38.899983:-76.991383:7.488981514264703
0h 17m 19s,10/26/2012 17:56:00,25th St & Pennsylvania Ave NW,10/26/2012 18:13:00,California St & Florida Ave NW,W00956,Subscriber,,38.903827:-77.053485:91.2733048781764,38.917761:-77.04062:31.782494645373603
0h 14m 22s,10/26/2012 17:56:00,18th & M St NW,10/26/2012 18:10:00,18th & M St NW,W00530,Subscriber,,38.904742:-77.041606:97.94256624193794,38.904742:-77.041606:97.94256624193794
0h 3m 9s,10/26/2012 17:56:00,D St & Maryland Ave NE,10/26/2012 17:59:00,13th & D St NE,W20896,Subscriber,,38.894758:-76.997114:28.809089128566935,38.894832:-76.987633:4.104315015422677
0h 10m 59s,10/26/2012 17:56:00,17th & Corcoran St NW,10/26/2012 18:06:00,10th & U St NW,W01223,Subscriber,,38.9121:-77.0387:10.021915253929913,38.9172:-77.0259:56.89066288103373
0h 4m 46s,10/26/2012 17:20:00,19th & L St NW,10/26/2012 17:25:00,12th & L St NW,W00212,Subscriber,,38.903407:-77.043648:38.31350971966825,38.903819:-77.0284:98.78030916899544
0h 23m 6s,10/26/2012 17:20:00,17th & K St NW [formerly 17th & L St NW],10/26/2012 17:43:00,Georgia Ave and Fairmont St NW,W20926,Subscriber,,38.90276:-77.03863:82.23796582632403,38.9249:-77.0222:32.061477039446316
