duration,startDate,startStation,endDate,endStation,bike,subscription,,startPos,endPos
0h 6m 1s,10/28/2012 14:12:00,15th & P St NW,10/28/2012 14:18:00,10th & U St NW,W20042,Subscriber,,38.90985:-77.034438:33.998461323854,38.9172:-77.0259:56.89066288103373
0h 7m 25s,10/28/2012 14:12:00,7th & R St NW / Shaw Library,10/28/2012 14:19:00,15th & P St NW,W00433,Subscriber,,38.912719:-77.022155:3.417683539036287,38.90985:-77.034438:33.998461323854
0h 20m 17s,10/28/2012 14:12:00,Park Rd & Holmead Pl NW,10/28/2012 14:32:00,1st & M St NE,W00380,Subscriber,,38.9308:-77.0315:83.7204280632172,38.9057:-77.0056:10.066673718983665
0h 6m 31s,10/28/2012 14:11:00,Georgetown Harbor / 30th St NW,10/28/2012 14:18:00,24th & N St NW,W00336,Subscriber,,38.9022212:-77.059219:90.27366227222096,38.9066:-77.05152:37.77362678578046
1h 19m 26s,10/28/2012 14:11:00,Georgetown Harbor / 30th St NW,10/28/2012 15:30:00,Georgetown Harbor / 30th St NW,W01384,Subscriber,,38.9022212:-77.059219:90.27366227222096,38.9022212:-77.059219:90.27366227222096
0h 13m 19s,10/28/2012 14:11:00,18th St & Pennsylvania Ave NW,10/28/2012 14:25:00,14th & R St NW,W00933,Casual,,38.89968:-77.041539:22.059038524876794,38.912682:-77.031681:9.366245709469068
0h 7m 16s,10/28/2012 14:11:00,14th & V St NW,10/28/2012 14:18:00,14th & Harvard St NW,W01273,Subscriber,,38.9176:-77.0321:66.63283867035868,38.9268:-77.0322:84.14891391553977
0h 7m 51s,10/28/2012 14:11:00,Bladensburg Rd & Benning Rd NE,10/28/2012 14:19:00,1st & M St NE,W00744,Subscriber,,38.900413:-76.982872:49.92840449440668,38.9057:-77.0056:10.066673718983665
0h 11m 52s,10/28/2012 12:57:00,15th & P St NW,10/28/2012 13:09:00,Calvert St & Woodley Pl NW,W00662,Subscriber,,38.90985:-77.034438:33.998461323854,38.9236:-77.0501:0.920886146520217
0h 10m 25s,10/28/2012 12:57:00,3rd & D St SE,10/28/2012 13:07:00,4th & M St SW,W20973,Subscriber,,38.8851:-77.0023:73.06937424895365,38.8767:-77.0178:2.120123600700363
0h 9m 49s,10/28/2012 12:57:00,Columbus Circle / Union Station,10/28/2012 13:07:00,Eastern Market / 7th & North Carolina Ave SE,W20070,Subscriber,,38.89696:-77.00493:44.30198563043943,38.886952:-76.996806:36.96767879185785
0h 25m 33s,10/28/2012 12:57:00,Lincoln Memorial,10/28/2012 13:23:00,Jefferson Dr & 14th St SW,W00087,Casual,,38.888251:-77.049426:43.85899341211326,38.888553:-77.032429:65.4503364708893
1h 41m 49s,10/28/2012 12:58:00,15th & N Scott St,10/28/2012 14:40:00,15th & N Scott St,W00876,Casual,,38.89054:-77.08095:63.52280713139822,38.89054:-77.08095:63.52280713139822
0h 3m 25s,10/28/2012 12:57:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,10/28/2012 13:00:00,Potomac & Pennsylvania Ave SE,W20102,Subscriber,,38.884:-76.995397:2.693865796764305,38.8803:-76.9862:22.53125949534075
0h 10m 6s,10/28/2012 12:57:00,Columbus Circle / Union Station,10/28/2012 13:07:00,Eastern Market / 7th & North Carolina Ave SE,W20040,Subscriber,,38.89696:-77.00493:44.30198563043943,38.886952:-76.996806:36.96767879185785
0h 25m 43s,10/28/2012 12:57:00,Lincoln Memorial,10/28/2012 13:23:00,Jefferson Dr & 14th St SW,W20005,Casual,,38.888251:-77.049426:43.85899341211326,38.888553:-77.032429:65.4503364708893
0h 8m 56s,10/28/2012 12:57:00,14th & Harvard St NW,10/28/2012 13:06:00,Thomas Circle,W01011,Subscriber,,38.9268:-77.0322:84.14891391553977,38.9059:-77.0325:87.29941591534198
0h 3m 16s,10/28/2012 11:56:00,17th & Corcoran St NW,10/28/2012 11:59:00,15th & P St NW,W20159,Subscriber,,38.9121:-77.0387:10.021915253929913,38.90985:-77.034438:33.998461323854
0h 5m 28s,10/28/2012 11:56:00,Eastern Market / 7th & North Carolina Ave SE,10/28/2012 12:02:00,4th & East Capitol St NE,W01177,Casual,,38.886952:-76.996806:36.96767879185785,38.889955:-77.000349:73.17175884869012
0h 10m 50s,10/28/2012 11:56:00,17th & Corcoran St NW,10/28/2012 12:06:00,8th & H St NW,W00066,Subscriber,,38.9121:-77.0387:10.021915253929913,38.8997:-77.023086:50.458513601911925
3h 14m 41s,10/28/2012 11:58:00,Smithsonian / Jefferson Dr & 12th St SW,10/28/2012 15:12:00,4th & M St SW,W01164,Casual,,38.888767:-77.02858:85.26230168004004,38.8767:-77.0178:2.120123600700363
0h 11m 32s,10/28/2012 11:55:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,10/28/2012 12:07:00,11th & H St NE,W20116,Subscriber,,38.884:-76.995397:2.693865796764305,38.899983:-76.991383:7.488981514264703
0h 12m 56s,10/28/2012 11:55:00,22nd & I St NW / Foggy Bottom,10/28/2012 12:08:00,8th & H St NW,W01416,Subscriber,,38.90088:-77.048911:66.08616193116573,38.8997:-77.023086:50.458513601911925
0h 10m 59s,10/28/2012 11:55:00,15th & P St NW,10/28/2012 12:06:00,1st & Rhode Island Ave NW,W00716,Subscriber,,38.90985:-77.034438:33.998461323854,38.915417:-77.012289:94.76721204953577
0h 13m 7s,10/28/2012 11:55:00,22nd & I St NW / Foggy Bottom,10/28/2012 12:08:00,8th & H St NW,W00700,Subscriber,,38.90088:-77.048911:66.08616193116573,38.8997:-77.023086:50.458513601911925
0h 35m 36s,10/28/2012 11:55:00,Jefferson Dr & 14th St SW,10/28/2012 12:31:00,12th & Army Navy Dr,W00623,Casual,,38.888553:-77.032429:65.4503364708893,38.8629:-77.0528:7.307843572917494
0h 10m 4s,10/28/2012 10:49:00,Calvert St & Woodley Pl NW,10/28/2012 10:59:00,15th & P St NW,W00490,Subscriber,,38.9236:-77.0501:0.920886146520217,38.90985:-77.034438:33.998461323854
0h 22m 14s,10/28/2012 10:49:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],10/28/2012 11:11:00,North Capitol St & F St NW,W20033,Subscriber,,38.91554:-77.03818:98.06925223097663,38.897446:-77.009888:33.10724318681378
0h 8m 13s,10/28/2012 10:49:00,Columbia Rd & Georgia Ave NW,10/28/2012 10:57:00,14th St & Spring Rd NW,W20007,Subscriber,,38.928156:-77.02344:85.05503179183836,38.9375:-77.0328:72.092171222231
0h 7m 50s,10/28/2012 10:49:00,25th St & Pennsylvania Ave NW,10/28/2012 10:57:00,Thomas Circle,W00897,Subscriber,,38.903827:-77.053485:91.2733048781764,38.9059:-77.0325:87.29941591534198
0h 3m 36s,10/28/2012 10:49:00,Georgia & New Hampshire Ave NW,10/28/2012 10:52:00,Park Rd & Holmead Pl NW,W20938,Subscriber,,38.936043:-77.024649:4.096833069823336,38.9308:-77.0315:83.7204280632172
0h 59m 42s,10/28/2012 10:51:00,Jefferson Memorial,10/28/2012 11:50:00,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W20088,Casual,,38.879819:-77.037413:87.72829950417787,38.8946:-77.072305:40.22488576755565
0h 16m 41s,10/28/2012 10:48:00,Jefferson Memorial,10/28/2012 11:05:00,Jefferson Memorial,W00140,Subscriber,,38.879819:-77.037413:87.72829950417787,38.879819:-77.037413:87.72829950417787
0h 6m 35s,10/28/2012 9:38:00,Thomas Circle,10/28/2012 9:45:00,Massachusetts Ave & Dupont Circle NW,W01213,Casual,,38.9059:-77.0325:87.29941591534198,38.9101:-77.0444:0.037382486137694
0h 16m 22s,10/28/2012 9:39:00,M St & Pennsylvania Ave NW,10/28/2012 9:55:00,Lincoln Memorial,W00242,Casual,,38.905126:-77.056887:20.269144627354528,38.888251:-77.049426:43.85899341211326
0h 7m 25s,10/28/2012 9:38:00,Thomas Circle,10/28/2012 9:45:00,Massachusetts Ave & Dupont Circle NW,W00385,Casual,,38.9059:-77.0325:87.29941591534198,38.9101:-77.0444:0.037382486137694
0h 8m 42s,10/28/2012 9:37:00,4th & M St SW,10/28/2012 9:46:00,Jefferson Dr & 14th St SW,W20076,Subscriber,,38.8767:-77.0178:2.120123600700363,38.888553:-77.032429:65.4503364708893
0h 8m 1s,10/28/2012 9:37:00,Convention Center / 7th & M St NW,10/28/2012 9:45:00,North Capitol St & F St NW,W00937,Subscriber,,38.90572:-77.022264:45.58029852544275,38.897446:-77.009888:33.10724318681378
0h 5m 59s,10/28/2012 9:37:00,Thomas Circle,10/28/2012 9:43:00,10th & U St NW,W01160,Subscriber,,38.9059:-77.0325:87.29941591534198,38.9172:-77.0259:56.89066288103373
0h 3m 50s,10/28/2012 9:37:00,14th & D St SE,10/28/2012 9:41:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W20980,Subscriber,,38.884:-76.9861:63.56484490552471,38.884:-76.995397:2.693865796764305
1h 9m 26s,10/28/2012 9:40:00,C & O Canal & Wisconsin Ave NW,10/28/2012 10:50:00,22nd & I St NW / Foggy Bottom,W01465,Casual,,38.90375:-77.06269:37.21185511312615,38.90088:-77.048911:66.08616193116573
0h 7m 41s,10/28/2012 9:37:00,3rd & H St NE,10/28/2012 9:44:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00796,Subscriber,,38.900017:-77.001967:59.61964274257902,38.884:-76.995397:2.693865796764305
4h 6m 6s,10/28/2012 9:37:00,20th St & Florida Ave NW,10/28/2012 13:43:00,Massachusetts Ave & Dupont Circle NW,W00210,Casual,,38.9154:-77.0446:2.194542440324043,38.9101:-77.0444:0.037382486137694
0h 41m 8s,10/28/2012 5:02:00,Calvert St & Woodley Pl NW,10/28/2012 5:43:00,Lincoln Memorial,W00381,Casual,,38.9236:-77.0501:0.920886146520217,38.888251:-77.049426:43.85899341211326
0h 41m 56s,10/28/2012 5:01:00,Calvert St & Woodley Pl NW,10/28/2012 5:43:00,Lincoln Memorial,W20075,Casual,,38.9236:-77.0501:0.920886146520217,38.888251:-77.049426:43.85899341211326
0h 10m 57s,10/28/2012 4:54:00,7th & R St NW / Shaw Library,10/28/2012 5:04:00,Adams Mill & Columbia Rd NW,W00518,Casual,,38.912719:-77.022155:3.417683539036287,38.922925:-77.042581:68.37871253446838
0h 4m 8s,10/28/2012 4:44:00,14th & V St NW,10/28/2012 4:49:00,14th & Rhode Island Ave NW,W01354,Subscriber,,38.9176:-77.0321:66.63283867035868,38.9086:-77.0323:44.521598782119085
0h 6m 29s,10/28/2012 4:43:00,D St & Maryland Ave NE,10/28/2012 4:49:00,North Capitol St & F St NW,W20178,Subscriber,,38.894758:-76.997114:28.809089128566935,38.897446:-77.009888:33.10724318681378
0h 6m 42s,10/28/2012 4:42:00,Adams Mill & Columbia Rd NW,10/28/2012 4:49:00,Lamont & Mt Pleasant NW,W01270,Subscriber,,38.922925:-77.042581:68.37871253446838,38.9319:-77.0388:78.41949054594932
0h 5m 7s,10/28/2012 4:42:00,Columbia Rd & Georgia Ave NW,10/28/2012 4:47:00,14th & Harvard St NW,W20181,Subscriber,,38.928156:-77.02344:85.05503179183836,38.9268:-77.0322:84.14891391553977
0h 3m 23s,10/28/2012 4:40:00,14th & Harvard St NW,10/28/2012 4:43:00,Lamont & Mt Pleasant NW,W00080,Subscriber,,38.9268:-77.0322:84.14891391553977,38.9319:-77.0388:78.41949054594932
0h 3m 6s,10/28/2012 4:38:00,Park Rd & Holmead Pl NW,10/28/2012 4:41:00,Lamont & Mt Pleasant NW,W00196,Subscriber,,38.9308:-77.0315:83.7204280632172,38.9319:-77.0388:78.41949054594932
0h 13m 39s,10/28/2012 4:30:00,D St & Maryland Ave NE,10/28/2012 4:43:00,Potomac & Pennsylvania Ave SE,W00356,Subscriber,,38.894758:-76.997114:28.809089128566935,38.8803:-76.9862:22.53125949534075
0h 17m 0s,10/27/2012 23:41:00,11th & Kenyon St NW,10/27/2012 23:58:00,5th St & K St NW,W00562,Subscriber,,38.929464:-77.027822:92.01130734735739,38.90304:-77.019027:24.695755218818082
0h 23m 34s,10/27/2012 23:40:00,4th & M St SW,10/28/2012 0:04:00,10th & U St NW,W01246,Subscriber,,38.8767:-77.0178:2.120123600700363,38.9172:-77.0259:56.89066288103373
0h 8m 45s,10/27/2012 23:40:00,Columbia Rd & Belmont St NW,10/27/2012 23:49:00,10th & U St NW,W01152,Subscriber,,38.920669:-77.04368:20.582944739960553,38.9172:-77.0259:56.89066288103373
0h 12m 7s,10/27/2012 23:40:00,Columbus Circle / Union Station,10/27/2012 23:53:00,Potomac & Pennsylvania Ave SE,W00621,Casual,,38.89696:-77.00493:44.30198563043943,38.8803:-76.9862:22.53125949534075
0h 14m 51s,10/27/2012 23:40:00,13th & H St NE,10/27/2012 23:55:00,10th & U St NW,W00429,Subscriber,,38.9003:-76.9882:62.62217389396753,38.9172:-77.0259:56.89066288103373
0h 8m 31s,10/27/2012 23:40:00,3rd & H St NE,10/27/2012 23:48:00,8th & F St NW / National Portrait Gallery,W20070,Subscriber,,38.900017:-77.001967:59.61964274257902,38.897003:-77.022996:75.64089537270223
0h 15m 3s,10/27/2012 23:40:00,13th & H St NE,10/27/2012 23:55:00,10th & U St NW,W00687,Subscriber,,38.9003:-76.9882:62.62217389396753,38.9172:-77.0259:56.89066288103373
0h 17m 11s,10/27/2012 23:39:00,19th & L St NW,10/27/2012 23:56:00,10th & U St NW,W00414,Subscriber,,38.903407:-77.043648:38.31350971966825,38.9172:-77.0259:56.89066288103373
0h 17m 26s,10/27/2012 23:39:00,19th & L St NW,10/27/2012 23:56:00,10th & U St NW,W00332,Subscriber,,38.903407:-77.043648:38.31350971966825,38.9172:-77.0259:56.89066288103373
0h 4m 33s,10/27/2012 20:59:00,4th & E St SW,10/27/2012 21:04:00,4th & M St SW,W01246,Subscriber,,38.88412:-77.017445:25.217931222451952,38.8767:-77.0178:2.120123600700363
0h 4m 35s,10/27/2012 20:59:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],10/27/2012 21:03:00,14th & Rhode Island Ave NW,W00642,Subscriber,,38.91554:-77.03818:98.06925223097663,38.9086:-77.0323:44.521598782119085
0h 6m 19s,10/27/2012 20:58:00,4th St & Massachusetts Ave NW,10/27/2012 21:05:00,Convention Center / 7th & M St NW,W00744,Subscriber,,38.9003:-77.016:36.952306254992514,38.90572:-77.022264:45.58029852544275
0h 11m 5s,10/27/2012 20:58:00,5th St & K St NW,10/27/2012 21:09:00,Thomas Circle,W00439,Subscriber,,38.90304:-77.019027:24.695755218818082,38.9059:-77.0325:87.29941591534198
0h 11m 17s,10/27/2012 20:58:00,5th St & K St NW,10/27/2012 21:09:00,Thomas Circle,W20194,Casual,,38.90304:-77.019027:24.695755218818082,38.9059:-77.0325:87.29941591534198
0h 11m 9s,10/27/2012 20:58:00,22nd & I St NW / Foggy Bottom,10/27/2012 21:09:00,14th & V St NW,W00923,Subscriber,,38.90088:-77.048911:66.08616193116573,38.9176:-77.0321:66.63283867035868
0h 4m 49s,10/27/2012 20:57:00,16th & Harvard St NW,10/27/2012 21:02:00,20th St & Florida Ave NW,W00639,Subscriber,,38.926088:-77.036536:48.16606704314131,38.9154:-77.0446:2.194542440324043
0h 15m 30s,10/27/2012 20:56:00,Lamont & Mt Pleasant NW,10/27/2012 21:12:00,1st & Rhode Island Ave NW,W01263,Subscriber,,38.9319:-77.0388:78.41949054594932,38.915417:-77.012289:94.76721204953577
0h 6m 1s,10/27/2012 20:56:00,Park Rd & Holmead Pl NW,10/27/2012 21:02:00,Georgia & New Hampshire Ave NW,W20962,Subscriber,,38.9308:-77.0315:83.7204280632172,38.936043:-77.024649:4.096833069823336
0h 6m 30s,10/27/2012 20:56:00,14th & R St NW,10/27/2012 21:02:00,7th & T St NW,W01147,Subscriber,,38.912682:-77.031681:9.366245709469068,38.9155:-77.0222:96.26319389275511
0h 21m 22s,10/27/2012 19:17:00,Tenleytown / Wisconsin Ave & Albemarle St NW,10/27/2012 19:38:00,16th & Harvard St NW,W01190,Subscriber,,38.947607:-77.079382:34.73420946699907,38.926088:-77.036536:48.16606704314131
0h 28m 47s,10/27/2012 19:17:00,C & O Canal & Wisconsin Ave NW,10/27/2012 19:45:00,17th & Rhode Island Ave NW,W00755,Casual,,38.90375:-77.06269:37.21185511312615,38.906602:-77.038785:95.2780204067158
0h 3m 32s,10/27/2012 19:16:00,Park Rd & Holmead Pl NW,10/27/2012 19:19:00,14th & Harvard St NW,W01028,Subscriber,,38.9308:-77.0315:83.7204280632172,38.9268:-77.0322:84.14891391553977
0h 11m 24s,10/27/2012 19:16:00,M St & Pennsylvania Ave NW,10/27/2012 19:27:00,Columbia Rd & Belmont St NW,W00437,Subscriber,,38.905126:-77.056887:20.269144627354528,38.920669:-77.04368:20.582944739960553
0h 8m 38s,10/27/2012 19:16:00,16th & Harvard St NW,10/27/2012 19:24:00,17th & Corcoran St NW,W01048,Subscriber,,38.926088:-77.036536:48.16606704314131,38.9121:-77.0387:10.021915253929913
0h 25m 6s,10/27/2012 19:16:00,4th & M St SW,10/27/2012 19:41:00,14th & R St NW,W00435,Subscriber,,38.8767:-77.0178:2.120123600700363,38.912682:-77.031681:9.366245709469068
0h 0m 52s,10/27/2012 19:15:00,19th & E Street NW,10/27/2012 19:16:00,19th & E Street NW,W00343,Subscriber,,38.8952:-77.0436:37.135873427596934,38.8952:-77.0436:37.135873427596934
0h 4m 9s,10/27/2012 18:03:00,California St & Florida Ave NW,10/27/2012 18:07:00,17th & Corcoran St NW,W20975,Subscriber,,38.917761:-77.04062:31.782494645373603,38.9121:-77.0387:10.021915253929913
0h 34m 37s,10/27/2012 18:03:00,18th St & Pennsylvania Ave NW,10/27/2012 18:37:00,Washington Blvd & 7th St N,W00159,Subscriber,,38.89968:-77.041539:22.059038524876794,38.880834:-77.091129:76.22427508183266
0h 6m 56s,10/27/2012 18:03:00,Georgia Ave and Fairmont St NW,10/27/2012 18:10:00,14th & V St NW,W01376,Subscriber,,38.9249:-77.0222:32.061477039446316,38.9176:-77.0321:66.63283867035868
0h 20m 36s,10/27/2012 18:03:00,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,10/27/2012 18:23:00,22nd & I St NW / Foggy Bottom,W20061,Subscriber,,38.8946:-77.072305:40.22488576755565,38.90088:-77.048911:66.08616193116573
0h 7m 7s,10/27/2012 18:03:00,7th & R St NW / Shaw Library,10/27/2012 18:10:00,Eckington Pl & Q St NE,W00384,Subscriber,,38.912719:-77.022155:3.417683539036287,38.910972:-77.00495:67.54500856473913
0h 1m 50s,10/27/2012 18:03:00,14th & R St NW,10/27/2012 18:04:00,14th & Rhode Island Ave NW,W20136,Subscriber,,38.912682:-77.031681:9.366245709469068,38.9086:-77.0323:44.521598782119085
0h 4m 4s,10/27/2012 18:02:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],10/27/2012 18:07:00,17th & Corcoran St NW,W01346,Subscriber,,38.91554:-77.03818:98.06925223097663,38.9121:-77.0387:10.021915253929913
0h 3m 19s,10/27/2012 18:02:00,4th & E St SW,10/27/2012 18:06:00,4th & M St SW,W00677,Subscriber,,38.88412:-77.017445:25.217931222451952,38.8767:-77.0178:2.120123600700363
0h 5m 43s,10/27/2012 18:02:00,17th & Rhode Island Ave NW,10/27/2012 18:08:00,21st & M St NW,W01032,Subscriber,,38.906602:-77.038785:95.2780204067158,38.9054:-77.0471:24.384959716566712
0h 23m 8s,10/27/2012 18:02:00,6th & H St NE,10/27/2012 18:25:00,14th & R St NW,W00446,Subscriber,,38.900384:-76.99831:60.664354055650435,38.912682:-77.031681:9.366245709469068
0h 12m 55s,10/27/2012 17:14:00,3rd & G St SE,10/27/2012 17:27:00,13th & D St NE,W00318,Subscriber,,38.881185:-77.001828:53.30373565898312,38.894832:-76.987633:4.104315015422677
0h 0m 10s,10/27/2012 17:14:00,Metro Center / 12th & G St NW,10/27/2012 17:14:00,Metro Center / 12th & G St NW,W00987,Subscriber,,38.898364:-77.027869:10.131369063133011,38.898364:-77.027869:10.131369063133011
0h 26m 25s,10/27/2012 17:15:00,Columbus Circle / Union Station,10/27/2012 17:42:00,7th & R St NW / Shaw Library,W01211,Casual,,38.89696:-77.00493:44.30198563043943,38.912719:-77.022155:3.417683539036287
0h 2m 14s,10/27/2012 17:14:00,Columbia Rd & Belmont St NW,10/27/2012 17:16:00,Adams Mill & Columbia Rd NW,W00008,Subscriber,,38.920669:-77.04368:20.582944739960553,38.922925:-77.042581:68.37871253446838
0h 2m 13s,10/27/2012 17:14:00,Columbia Rd & Belmont St NW,10/27/2012 17:16:00,Adams Mill & Columbia Rd NW,W01061,Subscriber,,38.920669:-77.04368:20.582944739960553,38.922925:-77.042581:68.37871253446838
0h 6m 52s,10/27/2012 17:15:00,15th & P St NW,10/27/2012 17:21:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],W01078,Casual,,38.90985:-77.034438:33.998461323854,38.91554:-77.03818:98.06925223097663
0h 27m 31s,10/27/2012 17:14:00,Columbus Circle / Union Station,10/27/2012 17:42:00,7th & R St NW / Shaw Library,W00149,Casual,,38.89696:-77.00493:44.30198563043943,38.912719:-77.022155:3.417683539036287
0h 14m 17s,10/27/2012 16:26:00,Metro Center / 12th & G St NW,10/27/2012 16:40:00,4th & M St SW,W01496,Subscriber,,38.898364:-77.027869:10.131369063133011,38.8767:-77.0178:2.120123600700363
0h 8m 6s,10/27/2012 16:25:00,12th & L St NW,10/27/2012 16:34:00,5th St & K St NW,W00606,Subscriber,,38.903819:-77.0284:98.78030916899544,38.90304:-77.019027:24.695755218818082
0h 26m 31s,10/27/2012 16:26:00,Maryland & Independence Ave SW,10/27/2012 16:52:00,19th St & Constitution Ave NW,W00405,Casual,,38.887299:-77.018939:16.87182147881584,38.8923:-77.0436:28.267586247005305
0h 2m 10s,10/27/2012 16:25:00,14th & D St SE,10/27/2012 16:27:00,15th St & Massachusetts Ave SE,W00060,Subscriber,,38.884:-76.9861:63.56484490552471,38.88732:-76.983569:78.88116749562222
0h 24m 42s,10/27/2012 16:25:00,Thomas Circle,10/27/2012 16:50:00,3rd & D St SE,W00515,Subscriber,,38.9059:-77.0325:87.29941591534198,38.8851:-77.0023:73.06937424895365
0h 21m 10s,10/27/2012 16:25:00,Kennedy Center,10/27/2012 16:46:00,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00591,Subscriber,,38.895184:-77.054845:41.65229593304009,38.88412:-77.04657:47.72319680390184
0h 25m 56s,10/27/2012 16:27:00,Maryland & Independence Ave SW,10/27/2012 16:53:00,19th St & Constitution Ave NW,W00719,Casual,,38.887299:-77.018939:16.87182147881584,38.8923:-77.0436:28.267586247005305
0h 4m 52s,10/27/2012 16:25:00,Van Ness Metro / UDC,10/27/2012 16:30:00,Connecticut Ave & Newark St NW / Cleveland Park,W00960,Subscriber,,38.944551:-77.063896:31.901624571138008,38.934267:-77.057979:39.20863122504493
0h 5m 17s,10/27/2012 15:39:00,Columbia Rd & Georgia Ave NW,10/27/2012 15:45:00,Georgia & New Hampshire Ave NW,W00663,Subscriber,,38.928156:-77.02344:85.05503179183836,38.936043:-77.024649:4.096833069823336
0h 12m 22s,10/27/2012 15:39:00,Columbus Circle / Union Station,10/27/2012 15:52:00,15th St & Massachusetts Ave SE,W00505,Subscriber,,38.89696:-77.00493:44.30198563043943,38.88732:-76.983569:78.88116749562222
1h 52m 22s,10/27/2012 15:40:00,Lincoln Memorial,10/27/2012 17:32:00,Maryland & Independence Ave SW,W20157,Casual,,38.888251:-77.049426:43.85899341211326,38.887299:-77.018939:16.87182147881584
0h 34m 1s,10/27/2012 15:39:00,11th & H St NE,10/27/2012 16:13:00,Smithsonian / Jefferson Dr & 12th St SW,W01251,Casual,,38.899983:-76.991383:7.488981514264703,38.888767:-77.02858:85.26230168004004
0h 23m 58s,10/27/2012 15:39:00,Fairfax Dr & Glebe Rd,10/27/2012 16:03:00,Fairfax Dr & Glebe Rd,W01447,Subscriber,,38.882281:-77.115449:35.538123157015924,38.882281:-77.115449:35.538123157015924
0h 5m 51s,10/27/2012 15:39:00,20th & E St NW,10/27/2012 15:45:00,17th & K St NW [formerly 17th & L St NW],W00910,Subscriber,,38.8963:-77.045:98.52259364350951,38.90276:-77.03863:82.23796582632403
0h 7m 1s,10/27/2012 15:39:00,7th & R St NW / Shaw Library,10/27/2012 15:46:00,14th & V St NW,W00877,Subscriber,,38.912719:-77.022155:3.417683539036287,38.9176:-77.0321:66.63283867035868
0h 5m 37s,10/27/2012 15:39:00,13th & D St NE,10/27/2012 15:44:00,15th St & Massachusetts Ave SE,W00498,Subscriber,,38.894832:-76.987633:4.104315015422677,38.88732:-76.983569:78.88116749562222
0h 9m 46s,10/27/2012 15:39:00,N Quincy St & Glebe Rd,10/27/2012 15:49:00,Fairfax Dr & Wilson Blvd,W01088,Casual,,38.876393:-77.107735:36.19555042086219,38.885801:-77.097745:28.591287676353794
0h 22m 2s,10/27/2012 15:39:00,Van Ness Metro / UDC,10/27/2012 16:01:00,17th & Corcoran St NW,W01108,Subscriber,,38.944551:-77.063896:31.901624571138008,38.9121:-77.0387:10.021915253929913
0h 7m 1s,10/27/2012 14:58:00,4th & E St SW,10/27/2012 15:05:00,3rd & D St SE,W01154,Subscriber,,38.88412:-77.017445:25.217931222451952,38.8851:-77.0023:73.06937424895365
1h 34m 33s,10/27/2012 14:59:00,3rd & H St NE,10/27/2012 16:33:00,18th St & Pennsylvania Ave NW,W01225,Casual,,38.900017:-77.001967:59.61964274257902,38.89968:-77.041539:22.059038524876794
0h 18m 46s,10/27/2012 14:59:00,Eastern Market / 7th & North Carolina Ave SE,10/27/2012 15:17:00,1st & M St NE,W01174,Casual,,38.886952:-76.996806:36.96767879185785,38.9057:-77.0056:10.066673718983665
0h 12m 59s,10/27/2012 14:58:00,Columbia Rd & Belmont St NW,10/27/2012 15:11:00,Georgia Ave and Fairmont St NW,W01262,Subscriber,,38.920669:-77.04368:20.582944739960553,38.9249:-77.0222:32.061477039446316
0h 16m 10s,10/27/2012 14:59:00,Jefferson Dr & 14th St SW,10/27/2012 15:15:00,Lincoln Memorial,W20908,Casual,,38.888553:-77.032429:65.4503364708893,38.888251:-77.049426:43.85899341211326
0h 53m 28s,10/27/2012 14:58:00,8th & F St NW / National Portrait Gallery,10/27/2012 15:52:00,8th & F St NW / National Portrait Gallery,W00026,Casual,,38.897003:-77.022996:75.64089537270223,38.897003:-77.022996:75.64089537270223
0h 11m 57s,10/27/2012 14:59:00,Gallaudet / 8th St & Florida Ave NE,10/27/2012 15:11:00,D St & Maryland Ave NE,W00046,Casual,,38.90509:-76.9941:20.60583649771992,38.894758:-76.997114:28.809089128566935
0h 6m 17s,10/27/2012 14:58:00,14th & R St NW,10/27/2012 15:04:00,7th & T St NW,W00590,Subscriber,,38.912682:-77.031681:9.366245709469068,38.9155:-77.0222:96.26319389275511
0h 25m 2s,10/27/2012 14:16:00,15th St & Massachusetts Ave SE,10/27/2012 14:41:00,15th & P St NW,W00635,Subscriber,,38.88732:-76.983569:78.88116749562222,38.90985:-77.034438:33.998461323854
1h 13m 13s,10/27/2012 14:17:00,Harvard St & Adams Mill Rd NW,10/27/2012 15:31:00,Harvard St & Adams Mill Rd NW,W01403,Casual,,38.927872:-77.043358:88.71331729069483,38.927872:-77.043358:88.71331729069483
0h 0m 41s,10/27/2012 14:16:00,4th & M St SW,10/27/2012 14:17:00,4th & M St SW,W00884,Subscriber,,38.8767:-77.0178:2.120123600700363,38.8767:-77.0178:2.120123600700363
0h 7m 9s,10/27/2012 14:16:00,Columbus Circle / Union Station,10/27/2012 14:23:00,13th & D St NE,W20009,Subscriber,,38.89696:-77.00493:44.30198563043943,38.894832:-76.987633:4.104315015422677
